Rack ID,Sample Number,Batch Number,Number Sources,Number Destinations,Total Samples In Batch
SAMPLEID614,40,46,14,6,576
SAMPLEID618,40,46,14,6,576
SAMPLEID622,40,46,14,6,576
SAMPLEID627,40,46,14,6,576
SAMPLEID631,40,46,14,6,576
SAMPLEID804,54,46,14,6,576
SAMPLEID948,65,46,14,6,576

SAMPLEID635,40,47,13,7,597
SAMPLEID639,40,47,13,7,597
SAMPLEID642,40,47,13,7,597
SAMPLEID646,40,47,13,7,597
SAMPLEID610,41,47,13,7,597
SAMPLEID615,41,47,13,7,597
SAMPLEID620,41,47,13,7,597
SAMPLEID624,41,47,13,7,597
SAMPLEID628,41,47,13,7,597
SAMPLEID633,41,47,13,7,597
SAMPLEID909,63,47,13,7,597
SAMPLEID907,64,47,13,7,597
SAMPLEID911,64,47,13,7,597

SAMPLEID638,41,48,13,7,609
SAMPLEID643,41,48,13,7,609
SAMPLEID654,42,48,13,7,609
SAMPLEID658,42,48,13,7,609
SAMPLEID663,42,48,13,7,609
SAMPLEID667,42,48,13,7,609
SAMPLEID671,42,48,13,7,609
SAMPLEID675,42,48,13,7,609
SAMPLEID679,42,48,13,7,609
SAMPLEID682,42,48,13,7,609
SAMPLEID912,63,48,13,7,609
SAMPLEID914,64,48,13,7,609
SAMPLEID918,64,48,13,7,609

SAMPLEID686,42,49,13,7,618
SAMPLEID690,42,49,13,7,618
SAMPLEID694,42,49,13,7,618
SAMPLEID656,43,49,13,7,618
SAMPLEID659,43,49,13,7,618
SAMPLEID662,43,49,13,7,618
SAMPLEID666,43,49,13,7,618
SAMPLEID669,43,49,13,7,618
SAMPLEID673,43,49,13,7,618
SAMPLEID676,43,49,13,7,618
SAMPLEID916,63,49,13,7,618
SAMPLEID922,64,49,13,7,618
SAMPLEID927,64,49,13,7,618

SAMPLEID680,43,50,13,7,626
SAMPLEID684,43,50,13,7,626
SAMPLEID687,43,50,13,7,626
SAMPLEID691,43,50,13,7,626
SAMPLEID695,43,50,13,7,626
SAMPLEID653,44,50,13,7,626
SAMPLEID657,44,50,13,7,626
SAMPLEID661,44,50,13,7,626
SAMPLEID664,44,50,13,7,626
SAMPLEID668,44,50,13,7,626
SAMPLEID919,63,50,13,7,626
SAMPLEID931,64,50,13,7,626
SAMPLEID935,64,50,13,7,626

SAMPLEID672,44,51,13,7,634
SAMPLEID677,44,51,13,7,634
SAMPLEID681,44,51,13,7,634
SAMPLEID685,44,51,13,7,634
SAMPLEID689,44,51,13,7,634
SAMPLEID692,44,51,13,7,634
SAMPLEID696,44,51,13,7,634
SAMPLEID660,45,51,13,7,634
SAMPLEID665,45,51,13,7,634
SAMPLEID670,45,51,13,7,634
SAMPLEID923,63,51,13,7,634
SAMPLEID939,64,51,13,7,634
SAMPLEID942,64,51,13,7,634

SAMPLEID674,45,52,13,7,646
SAMPLEID678,45,52,13,7,646
SAMPLEID683,45,52,13,7,646
SAMPLEID688,45,52,13,7,646
SAMPLEID693,45,52,13,7,646
SAMPLEID704,46,52,13,7,646
SAMPLEID708,46,52,13,7,646
SAMPLEID713,46,52,13,7,646
SAMPLEID717,46,52,13,7,646
SAMPLEID721,46,52,13,7,646
SAMPLEID926,63,52,13,7,646
SAMPLEID946,64,52,13,7,646
SAMPLEID950,64,52,13,7,646

SAMPLEID725,46,53,13,7,652
SAMPLEID729,46,53,13,7,652
SAMPLEID732,46,53,13,7,652
SAMPLEID736,46,53,13,7,652
SAMPLEID740,46,53,13,7,652
SAMPLEID744,46,53,13,7,652
SAMPLEID702,47,53,13,7,652
SAMPLEID706,47,53,13,7,652
SAMPLEID709,47,53,13,7,652
SAMPLEID712,47,53,13,7,652
SAMPLEID901,62,53,13,7,652
SAMPLEID930,63,53,13,7,652
SAMPLEID934,63,53,13,7,652

SAMPLEID716,47,54,13,7,659
SAMPLEID719,47,54,13,7,659
SAMPLEID723,47,54,13,7,659
SAMPLEID726,47,54,13,7,659
SAMPLEID730,47,54,13,7,659
SAMPLEID734,47,54,13,7,659
SAMPLEID737,47,54,13,7,659
SAMPLEID741,47,54,13,7,659
SAMPLEID745,47,54,13,7,659
SAMPLEID703,48,54,13,7,659
SAMPLEID904,62,54,13,7,659
SAMPLEID937,63,54,13,7,659
SAMPLEID941,63,54,13,7,659

SAMPLEID707,48,55,13,7,672
SAMPLEID711,48,55,13,7,672
SAMPLEID714,48,55,13,7,672
SAMPLEID718,48,55,13,7,672
SAMPLEID722,48,55,13,7,672
SAMPLEID727,48,55,13,7,672
SAMPLEID731,48,55,13,7,672
SAMPLEID735,48,55,13,7,672
SAMPLEID739,48,55,13,7,672
SAMPLEID802,55,55,13,7,672
SAMPLEID856,59,55,13,7,672
SAMPLEID945,63,55,13,7,672
SAMPLEID949,63,55,13,7,672

SAMPLEID747,46,56,13,7,672
SAMPLEID749,47,56,13,7,672
SAMPLEID742,48,56,13,7,672
SAMPLEID746,48,56,13,7,672
SAMPLEID750,48,56,13,7,672
SAMPLEID710,49,56,13,7,672
SAMPLEID751,50,56,13,7,672
SAMPLEID756,51,56,13,7,672
SAMPLEID753,52,56,13,7,672
SAMPLEID806,55,56,13,7,672
SAMPLEID803,56,56,13,7,672
SAMPLEID857,60,56,13,7,672
SAMPLEID908,62,56,13,7,672

SAMPLEID699,43,57,13,7,672
SAMPLEID700,44,57,13,7,672
SAMPLEID698,45,57,13,7,672
SAMPLEID715,49,57,13,7,672
SAMPLEID720,49,57,13,7,672
SAMPLEID754,50,57,13,7,672
SAMPLEID759,51,57,13,7,672
SAMPLEID757,52,57,13,7,672
SAMPLEID809,55,57,13,7,672
SAMPLEID807,56,57,13,7,672
SAMPLEID810,57,57,13,7,672
SAMPLEID859,59,57,13,7,672
SAMPLEID913,62,57,13,7,672

SAMPLEID724,49,58,13,8,729
SAMPLEID758,50,58,13,8,729
SAMPLEID762,51,58,13,8,729
SAMPLEID761,52,58,13,8,729
SAMPLEID808,54,58,13,8,729
SAMPLEID812,55,58,13,8,729
SAMPLEID811,56,58,13,8,729
SAMPLEID858,58,58,13,8,729
SAMPLEID862,59,58,13,8,729
SAMPLEID861,60,58,13,8,729
SAMPLEID860,61,58,13,8,729
SAMPLEID917,62,58,13,8,729
SAMPLEID921,62,58,13,8,729

SAMPLEID728,49,59,13,8,729
SAMPLEID763,50,59,13,8,729
SAMPLEID766,51,59,13,8,729
SAMPLEID764,52,59,13,8,729
SAMPLEID813,54,59,13,8,729
SAMPLEID816,55,59,13,8,729
SAMPLEID814,56,59,13,8,729
SAMPLEID863,58,59,13,8,729
SAMPLEID866,59,59,13,8,729
SAMPLEID864,60,59,13,8,729
SAMPLEID865,61,59,13,8,729
SAMPLEID925,62,59,13,8,729
SAMPLEID929,62,59,13,8,729

SAMPLEID733,49,60,13,8,729
SAMPLEID767,50,60,13,8,729
SAMPLEID769,51,60,13,8,729
SAMPLEID768,52,60,13,8,729
SAMPLEID817,54,60,13,8,729
SAMPLEID819,55,60,13,8,729
SAMPLEID818,56,60,13,8,729
SAMPLEID867,58,60,13,8,729
SAMPLEID869,59,60,13,8,729
SAMPLEID868,60,60,13,8,729
SAMPLEID870,61,60,13,8,729
SAMPLEID932,62,60,13,8,729
SAMPLEID936,62,60,13,8,729

SAMPLEID650,40,61,13,7,632
SAMPLEID648,41,61,13,7,632
SAMPLEID697,42,61,13,7,632
SAMPLEID738,49,61,13,7,632
SAMPLEID743,49,61,13,7,632
SAMPLEID748,49,61,13,7,632
SAMPLEID771,50,61,13,7,632
SAMPLEID775,50,61,13,7,632
SAMPLEID779,50,61,13,7,632
SAMPLEID782,50,61,13,7,632
SAMPLEID786,50,61,13,7,632
SAMPLEID790,50,61,13,7,632
SAMPLEID940,62,61,13,7,632

SAMPLEID772,52,62,12,8,689
SAMPLEID765,53,62,12,8,689
SAMPLEID821,54,62,12,8,689
SAMPLEID823,55,62,12,8,689
SAMPLEID822,56,62,12,8,689
SAMPLEID815,57,62,12,8,689
SAMPLEID871,58,62,12,8,689
SAMPLEID873,59,62,12,8,689
SAMPLEID872,60,62,12,8,689
SAMPLEID874,61,62,12,8,689
SAMPLEID944,62,62,12,8,689
SAMPLEID947,62,62,12,8,689

SAMPLEID777,52,63,12,8,686
SAMPLEID770,53,63,12,8,686
SAMPLEID825,54,63,12,8,686
SAMPLEID826,55,63,12,8,686
SAMPLEID827,56,63,12,8,686
SAMPLEID820,57,63,12,8,686
SAMPLEID875,58,63,12,8,686
SAMPLEID876,59,63,12,8,686
SAMPLEID877,60,63,12,8,686
SAMPLEID881,60,63,12,8,686
SAMPLEID878,61,63,12,8,686
SAMPLEID883,61,63,12,8,686

SAMPLEID773,51,64,12,8,677
SAMPLEID781,52,64,12,8,677
SAMPLEID774,53,64,12,8,677
SAMPLEID829,54,64,12,8,677
SAMPLEID830,55,64,12,8,677
SAMPLEID831,56,64,12,8,677
SAMPLEID824,57,64,12,8,677
SAMPLEID879,58,64,12,8,677
SAMPLEID880,59,64,12,8,677
SAMPLEID885,60,64,12,8,677
SAMPLEID888,61,64,12,8,677
SAMPLEID893,61,64,12,8,677

SAMPLEID776,51,65,12,8,675
SAMPLEID785,52,65,12,8,675
SAMPLEID778,53,65,12,8,675
SAMPLEID832,54,65,12,8,675
SAMPLEID834,55,65,12,8,675
SAMPLEID835,56,65,12,8,675
SAMPLEID828,57,65,12,8,675
SAMPLEID882,58,65,12,8,675
SAMPLEID884,59,65,12,8,675
SAMPLEID887,59,65,12,8,675
SAMPLEID889,60,65,12,8,675
SAMPLEID898,61,65,12,8,675

SAMPLEID794,50,66,12,7,665
SAMPLEID780,51,66,12,7,665
SAMPLEID789,52,66,12,7,665
SAMPLEID783,53,66,12,7,665
SAMPLEID836,54,66,12,7,665
SAMPLEID837,55,66,12,7,665
SAMPLEID839,56,66,12,7,665
SAMPLEID833,57,66,12,7,665
SAMPLEID886,58,66,12,7,665
SAMPLEID891,59,66,12,7,665
SAMPLEID892,60,66,12,7,665
SAMPLEID896,60,66,12,7,665

SAMPLEID784,51,67,12,7,664
SAMPLEID787,51,67,12,7,664
SAMPLEID792,52,67,12,7,664
SAMPLEID788,53,67,12,7,664
SAMPLEID840,54,67,12,7,664
SAMPLEID841,55,67,12,7,664
SAMPLEID842,56,67,12,7,664
SAMPLEID838,57,67,12,7,664
SAMPLEID890,58,67,12,7,664
SAMPLEID894,58,67,12,7,664
SAMPLEID895,59,67,12,7,664
SAMPLEID900,60,67,12,7,664

SAMPLEID791,51,68,12,7,635
SAMPLEID793,53,68,12,7,635
SAMPLEID795,51,68,12,7,635
SAMPLEID796,52,68,12,7,635
SAMPLEID797,50,68,12,7,635
SAMPLEID798,53,68,12,7,635
SAMPLEID799,51,68,12,7,635
SAMPLEID800,52,68,12,7,635
SAMPLEID843,57,68,12,7,635
SAMPLEID844,54,68,12,7,635
SAMPLEID845,55,68,12,7,635
SAMPLEID846,56,68,12,7,635

SAMPLEID847,54,69,6,4,339
SAMPLEID848,57,69,6,4,339
SAMPLEID849,55,69,6,4,339
SAMPLEID850,56,69,6,4,339
SAMPLEID897,58,69,6,4,339
SAMPLEID899,59,69,6,4,339


